"Sifra";"Naziv";"Nositelj";"Vrsta ustanove nositelja";"Izvodjac";"Mjesto Izvodjenja";"Tip SP";"Vrsta SP";"Trajanje";"ECTS";"PPG";"Akademski stupanj"
2160;"Sociologija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Hrvatski studiji, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;60;"5.05.  DRUŠTVENE ZNANOSTI / Sociologija";"magistar/magistra sociologije; magistar/magistra edukacije sociologije"
2161;"Sociologija (dvopredmetni); smjerovi:  znanstveni, nastavnički";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;60;"5.05.  DRUŠTVENE ZNANOSTI / Sociologija";"magistar/magistra sociologije; magistar/magistra edukacije sociologije"
2162;"Sociologija (jednopredmetni); smjer: znanstveni";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.05.  DRUŠTVENE ZNANOSTI / Sociologija";"magistar/magistra sociologije"
2163;"Pedagogija (jednopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.07.  DRUŠTVENE ZNANOSTI / Pedagogija";"magistar/magistra pedagogije"
2164;"Pedagogija (dvopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;60;"5.07.  DRUŠTVENE ZNANOSTI / Pedagogija";"magistar/magistra pedagogije"
2165;"Pedagogija (jednopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.07.  DRUŠTVENE ZNANOSTI / Pedagogija";"magistar/magistra pedagogije"
2166;"Pedagogija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;60;"5.07.  DRUŠTVENE ZNANOSTI / Pedagogija";"magistar/magistra pedagogije"
2167;"Ruski jezik i književnost (jednopredmetni); smjer: nastavnički";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/ magistra edukacije rusistike"
2168;"Hispanistika (dvopredmetni); smjer: prevoditeljski ";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/ magistra španjolskog jezika i književnosti"
2169;"Hispanistika (dvopredmetni); smjer: opći smjer";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/ magistra španjolskog jezika i književnosti"
2170;"Pedagogija i kultura suvremene škole ";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Filozofski fakultet, Osijek";"OSIJEK";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"5.07.  DRUŠTVENE ZNANOSTI / Pedagogija";"doktor/ doktorica znanosti, područje društvenih znanosti, polje pedagogija"
2171;"Talijanski jezik i književnost (jednopredmetni; smjerovi: nastavnički, književno-kulturološki, filološki ";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"preddiplomski sveučilišni studij";3;180;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) talijanskog jezika i književnosti; sveučilišni/a prvostupnik/prvostupnica (baccalaureus/baccalaurea) edukacije talijanskog jezika i književnosti"
2172;"Talijanski jezik i književnost (dvopredmetni); smjerovi: nastavnički, prevoditeljski";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/magistra talijanskog jezika i književnosti;magistar/magistra edukacije talijanskog jezika i književnosti"
2173;"Odnosi s javnostima ";"Sveučilište Sjever, Koprivnica";"Javno";"Sveučilište Sjever, Koprivnica";"VARAŽDIN";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra odnosa s javnostima"
