"Sifra";"Naziv";"Nositelj";"Vrsta ustanove nositelja";"Izvodjac";"Mjesto Izvodjenja";"Tip SP";"Vrsta SP";"Trajanje";"ECTS";"PPG";"Akademski stupanj"
467;"Švedski jezik i kultura (dvopredmetni); smjerovi: lingvistički, prevoditeljski";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/magistra  švedskog jezika i kulture "
468;"Hungarologija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/magistra  mađarskog jezika i književnosti"
469;"Turkologija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/magistra turkologije "
470;"Indologija (dvopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/magistra indologije"
471;"Latinski jezik i književnost (dvopredmetni); smjerovi: nastavnički, istraživački";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/magistra latinskog jezika i književnosti;magistar/magistra edukacije latinskog jezika i književnosti"
472;"Grčki jezik i književnost (dvopredmetni); smjerovi: nastavnički, istraživački";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"6.03.  HUMANISTIČKE ZNANOSTI / Filologija";"magistar/magistra grčkog jezika i književnosti;magistar/magistra edukacije grčkog jezika i književnosti"
473;"Filozofija (dvopredmetni); smjerovi: opći, nastavnički";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"magistar/magistra filozofije; magistar/magistra edukacije filozofije"
475;"Filozofija (dvopredmetni); smjer: nastavnički";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Filozofski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"magistar/magistra edukacije filozofije"
476;"Filozofija";"Sveučilište u Zagrebu";"Javno";"Fakultet filozofije i religijskih znanosti, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"magistar/magistra filozofije"
478;"Filozofija (dvopredmetni); smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Filozofski fakultet u Splitu";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"magistar/magistra edukacije filozofije"
480;"Glazbena pedagogija";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra  glazbene pedagogije"
481;"Kulturologija (jednopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"8.00.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI";"magistar/magistra kulturologije"
482;"Glazbena kultura";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra  glazbene kulture"
483;"Glazbena teorija";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra  glazbene teorije"
484;"Muzikologija; smjerovi: Historijska muzikologija, Sistematska muzikologija, Etnomuzikologija";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"6.06.  HUMANISTIČKE ZNANOSTI / Znanost o umjetnosti";"magistar/magistra muzikologije"
485;"Muzikologija (dvopredmetni); smjer: nastavnički";"Sveučilište u Zagrebu";"Javno";"Muzička akademija, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.06.  HUMANISTIČKE ZNANOSTI / Znanost o umjetnosti";"magistar/magistra muzikologije"
486;"Povijest umjetnosti (dvopredmetni); smjerovi: opći, nastavni";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.05.  HUMANISTIČKE ZNANOSTI / Povijest umjetnosti";"magistar/magistra povijesti umjetnosti; magistar/magistra edukacije povijesti umjetnosti "
487;"Povijest umjetnosti (dvopredmetni); smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.05.  HUMANISTIČKE ZNANOSTI / Povijest umjetnosti";"magistar/magistra edukacije povijesti umjetnosti "
487;"Povijest umjetnosti (dvopredmetni); smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Filozofski fakultet u Splitu";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.05.  HUMANISTIČKE ZNANOSTI / Povijest umjetnosti";"magistar/magistra edukacije povijesti umjetnosti "
490;"Etnologija i antropologija (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;60;"6.08.  HUMANISTIČKE ZNANOSTI / Etnologija i antropologija";"magistar/magistra etnologije"
491;"Antropologija";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"6.08.  HUMANISTIČKE ZNANOSTI / Etnologija i antropologija";"magistar/magistra antroplogije"
492;"Etnologija i kulturna antropologija";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"6.08.  HUMANISTIČKE ZNANOSTI / Etnologija i antropologija";"magistar/magistra etnologije i kulturne antropologije"
493;"Teološko - katehetski studij";"Sveučilište u Splitu";"Javno";"Katolički bogoslovni fakultet, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"6.02.  HUMANISTIČKE ZNANOSTI / Teologija";"magistar/magistra katehetike"
494;"Religijske znanosti; smjerovi: nastavnički,  znanstveni";"Sveučilište u Zagrebu";"Javno";"Fakultet filozofije i religijskih znanosti, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"6.02.  HUMANISTIČKE ZNANOSTI / Teologija";"magistar/magistra religiologije; magistar/magistra edukacije religiologije"
496;"Biologija i kemija; smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.05.  PRIRODNE ZNANOSTI / Biologija";"magistar/magistra edukacije biologije i kemije"
497;"Ekologija i zaštita mora";"Sveučilište u Splitu";"Javno";"Sveučilište u Splitu Sveučilišni odjel za studije mora";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.00.  BIOTEHNIČKE ZNANOSTI";
498;"Biologija; smjer: znanstveni";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Sveučilište u Osijeku - Odjel za biologiju ";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.05.  PRIRODNE ZNANOSTI / Biologija";"magistar/magistra biologije"
499;"Biologija i kemija; smjer: nastavnički";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Sveučilište u Osijeku - Odjel za biologiju ";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.05.  PRIRODNE ZNANOSTI / Biologija";"magistar/magistra edukacije biologije i kemije"
500;"Molekularna biologija";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.05.  PRIRODNE ZNANOSTI / Biologija";"magistar/magistra molekularne biologije"
501;"Ekologija i zaštita prirode";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.05.  PRIRODNE ZNANOSTI / Biologija";"magistar/magistra  ekologije i zaštite prirode"
502;"Znanosti o okolišu";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.07.  PRIRODNE ZNANOSTI / Interdisciplinarne prirodne znanosti";"magistar/magistra  struke znanosti o okolišu"
503;"Eksperimentalna  biologija";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.05.  PRIRODNE ZNANOSTI / Biologija";"magistar/magistra eksperimentalne biologije"
505;"Fizika i informatika; smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.02.  PRIRODNE ZNANOSTI / Fizika";"magistar/magistra edukacije fizike i informatike"
507;"Fizika; smjerovi: Nastavnički, Astrofizika, Biofizika, Fizika okoliša, Računarska fizika";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.02.  PRIRODNE ZNANOSTI / Fizika";"magistar/magistra edukacije fizike; magistar/magistra fizike"
508;"Inženjerska fizika; smjerovi: Termodinamički uređaji, Mehanički sustavi";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.02.  PRIRODNE ZNANOSTI / Fizika";"magistar/magistra fizike"
509;"Fizika i matematika; smjer: nastavnički";"Sveučilište u Rijeci";"Javno";"Sveučilište u Rijeci, Odjel za fiziku ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.02.  PRIRODNE ZNANOSTI / Fizika";"magistar/magistra edukacije fizike i matematike "
510;"Fizika i geofizika; smjerovi: Seizmologija i fizika čvrste Zemlje, Meteorologija i fizička oceanografija";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.06.  PRIRODNE ZNANOSTI / Geofizika";"magistar/magistra fizike – geofizike"
511;"Fizika i informatika; smjer: nastavnički";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Sveučilište u Osijeku - Odjel za fiziku";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.02.  PRIRODNE ZNANOSTI / Fizika";"magistar/magistra  edukacije fizike i informatike "
512;"Geografija; smjer: Istraživački ";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;;
513;"Klasična harmonika";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
514;"Geografija i povijest; smjer: nastavnički";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"8.02.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Geografija";"magistar/magistra  edukacije geografije i povijesti"
515;"Geografija; smjer: nastavnički";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"8.02.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Geografija";"magistar/magistra edukacije geografije"
516;"Geologija";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.03.  PRIRODNE ZNANOSTI / Geologija";"magistar/magistra geologije "
517;"Geologija zaštite okoliša";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.03.  PRIRODNE ZNANOSTI / Geologija";"magistar/magistra geologije "
518;"Primijenjena geografija (jednopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"8.02.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Geografija";"magistar/magistra geografije"
519;"Geografija; nastavnički smjer  (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;60;"8.02.  INTERDISCIPLINARNA PODRUČJA ZNANOSTI / Geografija";"magistar/magistra edukacije geografije"
520;"Kemija; smjer: istraživački";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.04.  PRIRODNE ZNANOSTI / Kemija";"magistar/magistra kemije"
521;"Kemija (jednopredmetni); smjer: nastavnički";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.04.  PRIRODNE ZNANOSTI / Kemija";"magistar/magistra edukacije kemije"
523;"Teorijska matematika";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra matematike"
524;"Primijenjena matematika";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra matematike"
525;"Matematička statistika";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra matematike"
526;"Kompozicije";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
527;"Financijska i poslovna matematika";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra matematike"
528;"Matematika; smjer: nastavnički";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra edukacije matematike"
529;"Matematika i informatika; smjer, nastavnički";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra edukacije matematike i informatike"
530;"Matematika i fizika; smjer, nastavnički";"Sveučilište u Zagrebu";"Javno";"Prirodoslovno-matematički fakultet, Zagreb ";"ZAGREB";"sveučilišni";"integrirani preddiplomski i diplomski sveučilišni ";5;300;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra  edukacije matematike i fizike"
531;"Matematika; smjerovi: teorijski, računarski, nastavnički";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra matematike magistar/magistra edukacije matematike"
532;"Matematika i informatika; smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra edukacije matematike i informatike"
533;"Matematika i fizika; smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra edukacije matematike i fizike"
534;"Informatika (jednopredmetni); smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra edukacije informatike "
535;"Informatika i tehnika; smjer: nastavnički";"Sveučilište u Splitu";"Javno";"Prirodoslovno-matematički fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra  edukacije informatike i tehnike "
536;"Glasovir";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
537;"Matematika";"Sveučilište u Rijeci";"Javno";"Sveučilište u Rijeci - Odjel za matematiku";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistra edukacije matematike"
538;"Matematika i informatika; smjer: nastavnički";"Sveučilište u Rijeci";"Javno";"Sveučilište u Rijeci - Odjel za matematiku";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"1.01.  PRIRODNE ZNANOSTI / Matematika";"magistar/magistar/magistra edukacije matematike i informatike"
539;"Gudački instrumenti; smjerovi: Violina, Viola, Violončelo";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
540;"Puhački instrumenti; smjerovi: Flauta, Klarinet";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
541;"Sanitarno inženjerstvo";"Sveučilište u Rijeci";"Javno";"Medicinski fakultet, Rijeka";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"3.03.  BIOMEDICINA I ZDRAVSTVO / Javno zdravstvo i zdravstvena zaštita";"magistar/magistra sanitarnog inženjerstva"
542;"Solo pjevanje";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
544;"Gitara";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";1;60;"7.03.  UMJETNIČKO PODRUČJE / Glazbena umjetnost";"magistar/magistra muzike"
545;"Dizajn u vizualnih komunikacija ";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"magistar/ magistra dizajna u novim medijima"
546;"Likovna kultura i likovna umjetnost";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"magistar/magistra edukacije likovne kulture i likovnih umjetnosti"
547;"Slikarstvo";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"magistar/magistra slikarstva "
548;"Kiparstvo";"Sveučilište u Splitu";"Javno";"Umjetnička akademija, Split ";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"magistar/magistra kiparstva "
549;"Šumarstvo; smjer: Uzgajanje i uređivanje šuma s lovnim gospodarenjem";"Sveučilište u Zagrebu";"Javno";"Šumarski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.02.  BIOTEHNIČKE ZNANOSTI / Šumarstvo";"magistar/magistra inženjer/inženjerka  šumarstva"
550;"Urbano šumarstvo, zaštita prirode i okoliša";"Sveučilište u Zagrebu";"Javno";"Šumarski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.02.  BIOTEHNIČKE ZNANOSTI / Šumarstvo";"magistar/magistra inženjer/ inženjerka urbanog šumarstva, zaštite prirode i okoliša"
551;"Oblikovanje proizvoda od drva";"Sveučilište u Zagrebu";"Javno";"Šumarski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.03.  BIOTEHNIČKE ZNANOSTI / Drvna tehnologija";"magistar/magistra inženjer/inženjerka drvne tehnologije"
552;"Drvnotehnološki procesi";"Sveučilište u Zagrebu";"Javno";"Šumarski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.03.  BIOTEHNIČKE ZNANOSTI / Drvna tehnologija";"magistar/magistra inženjer/inženjerka drvne tehnologije"
553;"Prehrambeno inženjerstvo";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Prehrambeno-tehnološki fakultet, Osijek ";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.05.  BIOTEHNIČKE ZNANOSTI / Prehrambena tehnologija";"magistar/magistra inženjer/inženjerka prehrambenog inženjerstva"
554;"Znanost o hrani i nutricionizam";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Prehrambeno-tehnološki fakultet, Osijek ";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.05.  BIOTEHNIČKE ZNANOSTI / Prehrambena tehnologija";"magistar/magistra nutricionizma i znanosti o hrani"
555;"Procesno inženjerstvo";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Prehrambeno-tehnološki fakultet, Osijek ";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.05.  BIOTEHNIČKE ZNANOSTI / Prehrambena tehnologija";"magistar/magistra inženjer/inženjerka  procesnog inženjerstva"
556;"Prehrambeno inženjerstvo";"Sveučilište u Zagrebu";"Javno";"Prehrambeno-biotehnološki fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.05.  BIOTEHNIČKE ZNANOSTI / Prehrambena tehnologija";"magistar/magistra inženjer/inženjerka prehrambenog inženjerstva"
557;"Upravljanje sigurnošću hrane";"Sveučilište u Zagrebu";"Javno";"Prehrambeno-biotehnološki fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.05.  BIOTEHNIČKE ZNANOSTI / Prehrambena tehnologija";"magistar/magistra inženjer/inženjerka upravljanja sigurnošću hrane"
558;"Bioprocesno inženjerstvo";"Sveučilište u Zagrebu";"Javno";"Prehrambeno-biotehnološki fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.04.  BIOTEHNIČKE ZNANOSTI / Biotehnologija";"magistar/magistra inženjer/inženjerka bioprocesnog inženjerstva"
559;"Molekularna biotehnologija";"Sveučilište u Zagrebu";"Javno";"Prehrambeno-biotehnološki fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.04.  BIOTEHNIČKE ZNANOSTI / Biotehnologija";"magistar/magistra inženjer/inženjerka molekularne biotehnologije"
560;"Nutricionizam";"Sveučilište u Zagrebu";"Javno";"Prehrambeno-biotehnološki fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.06.  BIOTEHNIČKE ZNANOSTI / Nutricionizam";"magistar/magistra nutricionizma"
561;"Morsko ribarstvo";"Sveučilište u Splitu";"Javno";"Sveučilište u Splitu Sveučilišni odjel za studije mora";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka morskog ribarstva"
562;"Agroekonomika";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magista/ magistra inženjer/inženjerka agroekonomike"
563;"Bilinogojstvo; smjerovi: Biljna proizvodnja, Ishrana bilja i tloznanstvo, Oplemenjivanje bilja i sjemenarstvo, Zaštita bilja";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka bilinogojstva"
564;"Mehanizacija";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka mehanizacije"
565;"Zootehnika; smjerovi: Hranidba domaćih životinja, Lovstvo i pčelarstvo, Specijalna zootehnika";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka zootehnike"
566;"Ekološka poljoprivreda";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Fakultet agrobiotehničkih znanosti, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka  ekološke poljoprivrede"
